����,��Ʊ����,����,���̼�,��߼�,��ͼ�,���̼�,ǰ����,�ǵ���,�ǵ���,������,�ɽ���,�ɽ����,����ֵ,��ͨ��ֵ
2019-03-28,'002557,ǢǢʳƷ,25.21,25.9,25.0,25.7,25.9,-0.69,-2.6641,0.9013,4569621,115946403.06,12781470000.0,12781470000.0
2019-03-27,'002557,ǢǢʳƷ,25.9,26.35,24.86,24.86,24.68,1.22,4.9433,1.2649,6412841,164439375.01,13131300000.0,13131300000.0
2019-03-26,'002557,ǢǢʳƷ,24.68,25.4,24.5,24.78,24.95,-0.27,-1.0822,0.8017,4064483,101495015.79,12512760000.0,12512760000.0
2019-03-25,'002557,ǢǢʳƷ,24.95,25.27,24.76,25.16,25.66,-0.71,-2.767,0.7946,4028631,100504277.81,12649650000.0,12649650000.0
2019-03-22,'002557,ǢǢʳƷ,25.66,25.75,24.72,24.82,24.94,0.72,2.8869,0.9863,5000488,126537924.73,13009620000.0,13009620000.0
2019-03-21,'002557,ǢǢʳƷ,24.94,25.38,24.6,25.29,25.3,-0.36,-1.4229,0.9255,4692165,116893883.24,12644580000.0,12644580000.0
2019-03-20,'002557,ǢǢʳƷ,25.3,25.79,24.5,25.4,25.63,-0.33,-1.2876,0.8941,4532910,114382985.07,12827100000.0,12827100000.0
2019-03-19,'002557,ǢǢʳƷ,25.63,26.0,25.1,25.6,25.81,-0.18,-0.6974,1.0388,5266563,134138529.71,12994410000.0,12994410000.0
2019-03-18,'002557,ǢǢʳƷ,25.81,26.34,24.2,24.46,24.33,1.48,6.083,1.8062,9157593,229426848.43,13085670000.0,13085670000.0
2019-03-15,'002557,ǢǢʳƷ,24.33,24.76,23.45,23.7,23.41,0.92,3.9299,1.2293,6232582,151045874.92,12335310000.0,12335310000.0
2019-03-14,'002557,ǢǢʳƷ,23.41,24.09,23.22,23.52,23.51,-0.1,-0.4254,0.8831,4477067,105840278.59,11868870000.0,11868870000.0
2019-03-13,'002557,ǢǢʳƷ,23.51,24.35,23.08,23.55,23.61,-0.1,-0.4235,1.1623,5892609,139044144.25,11919570000.0,11919570000.0
2019-03-12,'002557,ǢǢʳƷ,23.61,24.14,22.72,23.08,22.99,0.62,2.6968,1.8783,9522731,223087402.64,11970270000.0,11970270000.0
2019-03-11,'002557,ǢǢʳƷ,22.99,22.99,21.6,21.63,21.65,1.34,6.1894,1.6391,8310223,185488557.38,11655930000.0,11655930000.0
2019-03-08,'002557,ǢǢʳƷ,21.65,22.44,21.21,21.51,21.89,-0.24,-1.0964,1.7526,8885909,194655284.91,10976550000.0,10976550000.0
2019-03-07,'002557,ǢǢʳƷ,21.89,22.58,21.83,22.25,22.38,-0.49,-2.1895,1.6585,8408808,186186345.76,11098230000.0,11098230000.0
2019-03-06,'002557,ǢǢʳƷ,22.38,22.45,21.77,22.1,22.15,0.23,1.0384,1.6195,8211089,181539563.42,11346660000.0,11346660000.0
2019-03-05,'002557,ǢǢʳƷ,22.15,22.18,21.6,22.15,22.18,-0.03,-0.1353,2.0128,10204981,223432917.23,11230050000.0,11230050000.0
2019-03-04,'002557,ǢǢʳƷ,22.18,22.88,22.01,22.47,22.5,-0.32,-1.4222,2.3086,11704821,261571713.41,11245260000.0,11245260000.0
2019-03-01,'002557,ǢǢʳƷ,22.5,22.63,21.75,22.13,22.13,0.37,1.6719,1.9519,9896256,220264770.89,11407500000.0,11407500000.0
2019-02-28,'002557,ǢǢʳƷ,22.13,22.66,21.23,21.5,20.6,1.53,7.4272,4.3325,21965753,478821162.45,11219910000.0,11219910000.0
2019-02-27,'002557,ǢǢʳƷ,20.6,20.75,19.71,20.52,20.51,0.09,0.4388,2.0901,10596854,214196995.7,10444200000.0,10444200000.0
2019-02-26,'002557,ǢǢʳƷ,20.51,21.22,20.41,21.22,21.26,-0.75,-3.5278,1.8346,9301303,193356844.27,10398570000.0,10398570000.0
2019-02-25,'002557,ǢǢʳƷ,21.26,21.28,20.64,20.64,20.88,0.38,1.8199,2.3162,11743098,245699510.0,10778820000.0,10778820000.0
2019-02-22,'002557,ǢǢʳƷ,20.88,21.09,20.41,20.63,20.74,0.14,0.675,0.8679,4400383,91405792.31,10586160000.0,10586160000.0
2019-02-21,'002557,ǢǢʳƷ,20.74,21.35,20.55,20.87,20.88,-0.14,-0.6705,1.2395,6284235,131851156.41,10515180000.0,10515180000.0
2019-02-20,'002557,ǢǢʳƷ,20.88,21.58,20.6,21.05,21.06,-0.18,-0.8547,1.434,7270281,152444800.45,10586160000.0,10586160000.0
2019-02-19,'002557,ǢǢʳƷ,21.06,21.44,20.85,21.27,21.34,-0.28,-1.3121,0.9392,4761636,100540045.66,10677420000.0,10677420000.0
2019-02-18,'002557,ǢǢʳƷ,21.34,21.39,20.81,21.1,20.95,0.39,1.8616,1.5385,7800371,164927030.68,10819380000.0,10819380000.0
2019-02-15,'002557,ǢǢʳƷ,20.95,21.81,20.66,21.81,21.95,-1.0,-4.5558,2.9362,14886362,315573991.22,10621650000.0,10621650000.0
2019-02-14,'002557,ǢǢʳƷ,21.95,21.95,20.82,21.0,21.02,0.93,4.4244,2.1065,10680072,229325475.23,11128650000.0,11128650000.0
2019-02-13,'002557,ǢǢʳƷ,21.02,21.2,20.55,21.2,21.15,-0.13,-0.6147,1.8235,9245150,192853942.78,10657140000.0,10657140000.0
2019-02-12,'002557,ǢǢʳƷ,21.15,21.4,20.7,21.16,21.03,0.12,0.5706,1.6712,8473053,177752294.94,10723050000.0,10723050000.0
2019-02-11,'002557,ǢǢʳƷ,21.03,21.15,20.07,20.12,20.1,0.93,4.6269,1.2546,6360798,132218117.69,10662210000.0,10662210000.0
2019-02-01,'002557,ǢǢʳƷ,20.1,20.1,19.54,19.68,19.58,0.52,2.6558,0.6544,3318038,65754087.73,10190700000.0,10190700000.0
2019-01-31,'002557,ǢǢʳƷ,19.58,20.02,19.42,19.93,20.07,-0.49,-2.4415,1.2908,6544297,128775400.1,9927060000.0,9927060000.0
2019-01-30,'002557,ǢǢʳƷ,20.07,20.62,19.84,19.9,19.9,0.17,0.8543,1.705,8644285,175295093.16,10175490000.0,10175490000.0
2019-01-29,'002557,ǢǢʳƷ,19.9,20.44,19.7,20.09,20.29,-0.39,-1.9221,1.7111,8675143,173618074.44,10089300000.0,10089300000.0
2019-01-28,'002557,ǢǢʳƷ,20.29,20.98,20.03,20.73,20.7,-0.41,-1.9807,1.5388,7801483,160401310.8,10287030000.0,10287030000.0
2019-01-25,'002557,ǢǢʳƷ,20.7,20.95,19.94,20.09,20.09,0.61,3.0363,1.3847,7020261,144016295.56,10494900000.0,10494900000.0
2019-01-24,'002557,ǢǢʳƷ,20.09,20.4,19.94,20.2,20.07,0.02,0.0997,1.1052,5603485,113109582.86,10185630000.0,10185630000.0
2019-01-23,'002557,ǢǢʳƷ,20.07,20.39,20.02,20.05,20.11,-0.04,-0.1989,0.7288,3694919,74728475.09,10175490000.0,10175490000.0
2019-01-22,'002557,ǢǢʳƷ,20.11,20.55,19.93,20.55,20.5,-0.39,-1.9024,0.9044,4585125,92267948.29,10195770000.0,10195770000.0
2019-01-21,'002557,ǢǢʳƷ,20.5,20.54,20.1,20.4,20.51,-0.01,-0.0488,1.5537,7877294,160136562.36,10393500000.0,10393500000.0
2019-01-18,'002557,ǢǢʳƷ,20.51,20.56,19.95,20.35,20.91,-0.4,-1.913,2.3443,11885558,240258773.55,10398570000.0,10398570000.0
2019-01-17,'002557,ǢǢʳƷ,20.91,21.65,20.08,20.2,20.24,0.67,3.3103,2.119,10743299,222948501.24,10601370000.0,10601370000.0
2019-01-16,'002557,ǢǢʳƷ,20.24,20.38,19.1,19.13,19.2,1.04,5.4167,1.8243,9248968,184505544.85,10261680000.0,10261680000.0
2019-01-15,'002557,ǢǢʳƷ,19.2,19.38,18.86,19.38,19.37,-0.17,-0.8776,0.6325,3206616,61144476.95,9734400000.0,9734400000.0
2019-01-14,'002557,ǢǢʳƷ,19.37,19.59,18.65,19.15,19.2,0.17,0.8854,0.5176,2624272,50218089.83,9820590000.0,9820590000.0
2019-01-11,'002557,ǢǢʳƷ,19.2,19.4,19.08,19.2,19.23,-0.03,-0.156,0.3919,1986988,38234828.34,9734400000.0,9734400000.0
2019-01-10,'002557,ǢǢʳƷ,19.23,19.42,19.11,19.18,19.09,0.14,0.7334,0.3108,1575919,30381580.43,9749610000.0,9749610000.0
2019-01-09,'002557,ǢǢʳƷ,19.09,19.36,19.05,19.19,19.16,-0.07,-0.3653,1.2337,6254917,120251267.77,9678630000.0,9678630000.0
2019-01-08,'002557,ǢǢʳƷ,19.16,19.5,19.09,19.33,19.36,-0.2,-1.0331,0.3882,1968275,37886742.47,9714120000.0,9714120000.0
2019-01-07,'002557,ǢǢʳƷ,19.36,19.56,19.13,19.3,19.15,0.21,1.0966,0.9559,4846514,93639923.51,9815520000.0,9815520000.0
2019-01-04,'002557,ǢǢʳƷ,19.15,19.4,18.43,18.53,18.88,0.27,1.4301,1.3217,6701121,127040635.31,9709050000.0,9709050000.0
2019-01-03,'002557,ǢǢʳƷ,18.88,19.09,18.12,18.72,18.67,0.21,1.1248,0.6483,3286849,61396261.05,9572160000.0,9572160000.0
2019-01-02,'002557,ǢǢʳƷ,18.67,19.09,18.0,19.04,19.04,-0.37,-1.9433,0.4203,2131139,39935878.63,9465690000.0,9465690000.0
2018-12-28,'002557,ǢǢʳƷ,19.04,19.08,18.22,18.25,18.4,0.64,3.4783,0.8275,4195194,78639509.08,9653280000.0,9653280000.0
2018-12-27,'002557,ǢǢʳƷ,18.4,18.66,18.1,18.57,18.38,0.02,0.1088,0.6589,3340612,61023352.62,9328800000.0,9328800000.0
2018-12-26,'002557,ǢǢʳƷ,18.38,18.84,18.23,18.58,18.6,-0.22,-1.1828,0.3904,1979562,36620353.91,9318660000.0,9318660000.0
2018-12-25,'002557,ǢǢʳƷ,18.6,18.66,18.01,18.22,18.51,0.09,0.4862,0.4242,2150516,39436552.9,9430200000.0,9430200000.0
2018-12-24,'002557,ǢǢʳƷ,18.51,18.63,17.95,18.13,18.13,0.38,2.096,0.5062,2566403,47209015.75,9384570000.0,9384570000.0
2018-12-21,'002557,ǢǢʳƷ,18.13,18.26,17.47,17.47,17.57,0.56,3.1873,0.9721,4928669,88921997.88,9191910000.0,9191910000.0
2018-12-20,'002557,ǢǢʳƷ,17.57,17.76,17.18,17.55,17.7,-0.13,-0.7345,0.7388,3745942,65437345.23,8907990000.0,8907990000.0
2018-12-19,'002557,ǢǢʳƷ,17.7,18.49,17.5,18.36,18.4,-0.7,-3.8043,0.8291,4203766,75356959.27,8973900000.0,8973900000.0
2018-12-18,'002557,ǢǢʳƷ,18.4,18.96,18.21,18.6,18.77,-0.37,-1.9712,0.686,3477941,64419637.48,9328800000.0,9328800000.0
2018-12-17,'002557,ǢǢʳƷ,18.77,19.3,18.54,19.25,19.1,-0.33,-1.7277,0.739,3746557,70517277.3,9516390000.0,9516390000.0
2018-12-14,'002557,ǢǢʳƷ,19.1,19.86,19.01,19.74,19.88,-0.78,-3.9235,1.1749,5956637,115946183.39,9683700000.0,9683700000.0
2018-12-13,'002557,ǢǢʳƷ,19.88,19.95,18.54,18.54,18.49,1.39,7.5176,1.2531,6353261,123665105.42,10079160000.0,10079160000.0
2018-12-12,'002557,ǢǢʳƷ,18.49,18.84,18.38,18.84,18.69,-0.2,-1.0701,0.3507,1777857,33039308.93,9374430000.0,9374430000.0
2018-12-11,'002557,ǢǢʳƷ,18.69,19.56,18.45,19.56,19.3,-0.61,-3.1606,0.9828,4982764,93085007.47,9475830000.0,9475830000.0
2018-12-10,'002557,ǢǢʳƷ,19.3,19.8,18.73,18.78,18.83,0.47,2.496,1.0262,5202890,100598634.48,9785100000.0,9785100000.0
2018-12-07,'002557,ǢǢʳƷ,18.83,19.79,18.8,19.75,19.65,-0.82,-4.173,0.6645,3368858,64777126.11,9546810000.0,9546810000.0
2018-12-06,'002557,ǢǢʳƷ,19.65,19.85,19.03,19.39,19.68,-0.03,-0.1524,0.7683,3895098,75852990.3,9962550000.0,9962550000.0
2018-12-05,'002557,ǢǢʳƷ,19.68,19.98,18.9,19.03,19.95,-0.27,-1.3534,0.9634,4884527,95509043.42,9977760000.0,9977760000.0
2018-12-04,'002557,ǢǢʳƷ,19.95,20.11,19.18,19.44,19.47,0.48,2.4653,0.6926,3511583,68964129.92,10114650000.0,10114650000.0
2018-12-03,'002557,ǢǢʳƷ,19.47,19.47,18.7,18.7,18.41,1.06,5.7577,1.1496,5828410,111814364.96,9871290000.0,9871290000.0
2018-11-30,'002557,ǢǢʳƷ,18.41,18.83,17.87,18.53,18.59,-0.18,-0.9683,0.7315,3708576,68237769.33,9333870000.0,9333870000.0
2018-11-29,'002557,ǢǢʳƷ,18.59,18.79,18.46,18.69,18.5,0.09,0.4865,0.4651,2357826,43852021.97,9425130000.0,9425130000.0
2018-11-28,'002557,ǢǢʳƷ,18.5,18.84,18.21,18.58,18.5,0.0,0.0,0.6052,3068607,57126714.79,9379500000.0,9379500000.0
2018-11-27,'002557,ǢǢʳƷ,18.5,18.55,18.1,18.38,18.25,0.25,1.3699,0.494,2504432,46012266.5,9379500000.0,9379500000.0
2018-11-26,'002557,ǢǢʳƷ,18.25,18.49,18.1,18.18,18.2,0.05,0.2747,0.4532,2297738,42076515.78,9252750000.0,9252750000.0
2018-11-23,'002557,ǢǢʳƷ,18.2,19.2,17.74,19.2,19.21,-1.01,-5.2577,1.2332,6252204,114508604.27,9227400000.0,9227400000.0
2018-11-22,'002557,ǢǢʳƷ,19.21,19.95,19.2,19.9,19.9,-0.69,-3.4673,0.4863,2465750,48135149.8,9739470000.0,9739470000.0
2018-11-21,'002557,ǢǢʳƷ,19.9,20.2,19.15,19.7,19.85,0.05,0.2519,0.9917,5027806,99408299.62,10089300000.0,10089300000.0
2018-11-20,'002557,ǢǢʳƷ,19.85,19.85,19.13,19.7,19.82,0.03,0.1514,0.8848,4486024,87386375.16,10063950000.0,10063950000.0
2018-11-19,'002557,ǢǢʳƷ,19.82,19.84,18.88,19.0,19.14,0.68,3.5528,0.8722,4422077,85823068.67,10048740000.0,10048740000.0
2018-11-16,'002557,ǢǢʳƷ,19.14,19.14,18.58,19.03,19.04,0.1,0.5252,0.899,4558139,86208789.8,9703980000.0,9703980000.0
2018-11-15,'002557,ǢǢʳƷ,19.04,19.17,18.55,19.13,19.0,0.04,0.2105,0.7643,3875119,72958515.07,9653280000.0,9653280000.0
2018-11-14,'002557,ǢǢʳƷ,19.0,19.5,18.89,19.45,19.5,-0.5,-2.5641,0.5825,2953488,56469440.71,9633000000.0,9633000000.0
2018-11-13,'002557,ǢǢʳƷ,19.5,19.7,18.69,18.87,19.07,0.43,2.2549,0.8247,4181018,80590351.67,9886500000.0,9886500000.0
2018-11-12,'002557,ǢǢʳƷ,19.07,19.2,18.12,18.13,18.31,0.76,4.1507,0.6817,3456134,65079280.58,9668490000.0,9668490000.0
2018-11-09,'002557,ǢǢʳƷ,18.31,18.95,17.92,18.2,18.11,0.2,1.1044,0.8294,4204869,77660579.87,9283170000.0,9283170000.0
2018-11-08,'002557,ǢǢʳƷ,18.11,18.97,18.11,18.85,18.59,-0.48,-2.582,0.4525,2294066,42587491.27,9181770000.0,9181770000.0
2018-11-07,'002557,ǢǢʳƷ,18.59,19.0,18.34,18.83,18.83,-0.24,-1.2746,0.6051,3067970,57291668.99,9425130000.0,9425130000.0
2018-11-06,'002557,ǢǢʳƷ,18.83,19.14,18.5,18.68,18.9,-0.07,-0.3704,0.8071,4091747,76839534.45,9546810000.0,9546810000.0
2018-11-05,'002557,ǢǢʳƷ,18.9,18.95,17.8,18.1,18.35,0.55,2.9973,1.1894,6030121,110128780.62,9582300000.0,9582300000.0
2018-11-02,'002557,ǢǢʳƷ,18.35,19.72,17.88,18.5,18.11,0.24,1.3252,2.0718,10504175,193905651.12,9303450000.0,9303450000.0
2018-11-01,'002557,ǢǢʳƷ,18.11,18.47,17.8,18.04,18.09,0.02,0.1106,0.8116,4114878,74781686.97,9181770000.0,9181770000.0
2018-10-31,'002557,ǢǢʳƷ,18.09,18.53,17.72,17.77,17.83,0.26,1.4582,1.0582,5365273,97488403.9,9171630000.0,9171630000.0
2018-10-30,'002557,ǢǢʳƷ,17.83,17.83,16.77,17.0,16.21,1.62,9.9938,1.2765,6471632,112365806.38,9039810000.0,9039810000.0
2018-10-29,'002557,ǢǢʳƷ,16.21,17.14,15.88,17.14,17.28,-1.07,-6.1921,0.6406,3248031,53244196.31,8218470000.0,8218470000.0
2018-10-26,'002557,ǢǢʳƷ,17.28,17.38,16.71,17.38,17.32,-0.04,-0.2309,0.539,2732483,46595891.56,8760960000.0,8760960000.0
2018-10-25,'002557,ǢǢʳƷ,17.32,17.39,16.61,16.88,17.32,0.0,0.0,0.5049,2559864,43188727.13,8781240000.0,8781240000.0
2018-10-24,'002557,ǢǢʳƷ,17.32,17.73,17.07,17.46,17.4,-0.08,-0.4598,0.4493,2278062,39672281.73,8781240000.0,8781240000.0
2018-10-23,'002557,ǢǢʳƷ,17.4,18.21,17.22,18.2,18.24,-0.84,-4.6053,0.6677,3385481,59899723.09,8821800000.0,8821800000.0
2018-10-22,'002557,ǢǢʳƷ,18.24,18.9,17.59,17.78,17.52,0.72,4.1096,1.5148,7679808,140471168.85,9247680000.0,9247680000.0
2018-10-19,'002557,ǢǢʳƷ,17.52,17.82,16.19,16.19,16.5,1.02,6.1818,0.5739,2909818,49323821.49,8882640000.0,8882640000.0
2018-10-18,'002557,ǢǢʳƷ,16.5,16.86,16.29,16.4,16.7,-0.2,-1.1976,0.491,2489414,41207915.69,8365500000.0,8365500000.0
2018-10-17,'002557,ǢǢʳƷ,16.7,17.25,16.07,17.15,16.96,-0.26,-1.533,0.7269,3685490,61477127.49,8466900000.0,8466900000.0
2018-10-16,'002557,ǢǢʳƷ,16.96,17.4,16.5,17.4,17.55,-0.59,-3.3618,0.7575,3840348,64935693.92,8598720000.0,8598720000.0
2018-10-15,'002557,ǢǢʳƷ,17.55,18.58,17.36,18.37,18.3,-0.75,-4.0984,1.004,5090153,90419275.23,8897850000.0,8897850000.0
2018-10-12,'002557,ǢǢʳƷ,18.3,18.38,17.2,17.49,17.42,0.88,5.0517,0.6513,3301991,59191889.96,9278100000.0,9278100000.0
2018-10-11,'002557,ǢǢʳƷ,17.42,17.68,16.89,17.49,17.82,-0.4,-2.2447,0.6953,3525416,61298541.59,8831940000.0,8831940000.0
2018-10-10,'002557,ǢǢʳƷ,17.82,18.03,17.5,17.76,17.81,0.01,0.0561,0.5077,2574080,45837016.35,9034740000.0,9034740000.0
2018-10-09,'002557,ǢǢʳƷ,17.81,18.29,17.18,17.32,17.48,0.33,1.8879,1.1092,5623662,100052600.56,9029670000.0,9029670000.0
2018-10-08,'002557,ǢǢʳƷ,17.48,17.66,16.82,17.0,17.26,0.22,1.2746,1.2389,6281306,108863788.71,8862360000.0,8862360000.0
2018-09-28,'002557,ǢǢʳƷ,17.26,17.35,16.66,16.9,16.98,0.28,1.649,1.1009,5581327,94748453.92,8750820000.0,8750820000.0
2018-09-27,'002557,ǢǢʳƷ,16.98,17.02,16.6,16.77,16.77,0.21,1.2522,0.8995,4560716,76906483.29,8608860000.0,8608860000.0
2018-09-26,'002557,ǢǢʳƷ,16.77,17.1,16.56,16.56,16.5,0.27,1.6364,1.5586,7902025,133235321.59,8502390000.0,8502390000.0
2018-09-25,'002557,ǢǢʳƷ,16.5,16.97,16.14,16.31,16.47,0.03,0.1821,1.0019,5079413,84517609.84,8365500000.0,8365500000.0
2018-09-21,'002557,ǢǢʳƷ,16.47,16.75,16.09,16.48,16.47,0.0,0.0,1.3028,6605162,108384028.34,8350290000.0,8350290000.0
2018-09-20,'002557,ǢǢʳƷ,16.47,16.48,15.87,15.87,16.03,0.44,2.7449,0.6087,3086122,50048594.12,8350290000.0,8350290000.0
2018-09-19,'002557,ǢǢʳƷ,16.03,16.33,15.47,15.47,15.61,0.42,2.6906,0.8335,4225781,67892021.35,8127210000.0,8127210000.0
2018-09-18,'002557,ǢǢʳƷ,15.61,15.69,15.02,15.28,15.28,0.33,2.1597,0.5933,3008278,46452109.89,7914270000.0,7914270000.0
2018-09-17,'002557,ǢǢʳƷ,15.28,15.48,14.8,15.04,15.02,0.26,1.731,0.7208,3654678,55687339.38,7746960000.0,7746960000.0
2018-09-14,'002557,ǢǢʳƷ,15.02,15.1,14.63,14.69,14.8,0.22,1.4865,0.4829,2448330,36423639.09,7615140000.0,7615140000.0
2018-09-13,'002557,ǢǢʳƷ,14.8,14.98,14.52,14.93,14.92,-0.12,-0.8043,0.3664,1857644,27377822.82,7503600000.0,7503600000.0
2018-09-12,'002557,ǢǢʳƷ,14.92,14.98,14.4,14.5,14.5,0.42,2.8966,0.5336,2705391,40038543.94,7564440000.0,7564440000.0
2018-09-11,'002557,ǢǢʳƷ,14.5,14.91,14.41,14.91,14.75,-0.25,-1.6949,0.4416,2239124,32652394.41,7351500000.0,7351500000.0
2018-09-10,'002557,ǢǢʳƷ,14.75,14.95,14.56,14.57,14.6,0.15,1.0274,0.626,3173799,46958992.37,7478250000.0,7478250000.0
2018-09-07,'002557,ǢǢʳƷ,14.6,14.95,14.57,14.77,14.73,-0.13,-0.8826,0.2849,1444540,21298683.31,7402200000.0,7402200000.0
2018-09-06,'002557,ǢǢʳƷ,14.73,14.95,14.6,14.7,15.0,-0.27,-1.8,0.3107,1575144,23276456.18,7468110000.0,7468110000.0
2018-09-05,'002557,ǢǢʳƷ,15.0,15.26,14.81,14.99,15.0,0.0,0.0,0.4601,2332676,35100266.05,7605000000.0,7605000000.0
2018-09-04,'002557,ǢǢʳƷ,15.0,15.06,14.68,14.75,14.76,0.24,1.626,0.6327,3207543,47776278.59,7605000000.0,7605000000.0
2018-09-03,'002557,ǢǢʳƷ,14.76,14.8,14.34,14.58,14.62,0.14,0.9576,0.4337,2198657,32051080.46,7483320000.0,7483320000.0
2018-08-31,'002557,ǢǢʳƷ,14.62,15.09,14.3,15.09,15.16,-0.54,-3.562,0.779,3949585,57699871.42,7412340000.0,7412340000.0
2018-08-30,'002557,ǢǢʳƷ,15.16,15.21,14.81,14.87,15.0,0.16,1.0667,0.4469,2265964,34074474.88,7686120000.0,7686120000.0
2018-08-29,'002557,ǢǢʳƷ,15.0,15.13,14.86,15.12,15.14,-0.14,-0.9247,0.5098,2584468,38706622.96,7605000000.0,7605000000.0
2018-08-28,'002557,ǢǢʳƷ,15.14,15.35,14.7,14.88,14.75,0.39,2.6441,0.8124,4119104,62121128.9,7675980000.0,7675980000.0
2018-08-27,'002557,ǢǢʳƷ,14.75,14.87,14.03,14.13,14.28,0.47,3.2913,0.8633,4376749,63432388.3,7478250000.0,7478250000.0
2018-08-24,'002557,ǢǢʳƷ,14.28,14.46,13.71,14.38,14.87,-0.59,-3.9677,1.6863,8549595,120266427.69,7239960000.0,7239960000.0
2018-08-23,'002557,ǢǢʳƷ,14.87,14.97,14.58,14.72,14.83,0.04,0.2697,0.3543,1796386,26590238.19,7539090000.0,7539090000.0
2018-08-22,'002557,ǢǢʳƷ,14.83,14.94,14.68,14.84,14.84,-0.01,-0.0674,0.2805,1422351,21079303.39,7518810000.0,7518810000.0
2018-08-21,'002557,ǢǢʳƷ,14.84,15.1,14.49,14.5,14.49,0.35,2.4155,0.5762,2921325,43354629.83,7523880000.0,7523880000.0
2018-08-20,'002557,ǢǢʳƷ,14.49,14.6,14.13,14.6,14.6,-0.11,-0.7534,0.4881,2474807,35478475.3,7346430000.0,7346430000.0
2018-08-17,'002557,ǢǢʳƷ,14.6,15.14,14.51,15.0,14.9,-0.3,-2.0134,0.3138,1591062,23573284.23,7402200000.0,7402200000.0
2018-08-16,'002557,ǢǢʳƷ,14.9,15.27,14.8,14.86,15.06,-0.16,-1.0624,0.4138,2097951,31404770.84,7554300000.0,7554300000.0
2018-08-15,'002557,ǢǢʳƷ,15.06,15.88,14.85,15.78,15.77,-0.71,-4.5022,0.683,3462562,52774069.65,7635420000.0,7635420000.0
2018-08-14,'002557,ǢǢʳƷ,15.77,16.19,15.58,15.95,15.92,-0.15,-0.9422,0.3785,1919126,30327420.23,7995390000.0,7995390000.0
2018-08-13,'002557,ǢǢʳƷ,15.92,16.0,15.4,15.88,16.08,-0.16,-0.995,0.5869,2975501,46715866.0,8071440000.0,8071440000.0
