хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-04-26,'002213,ль ╤Ш ╪я,9.68,9.81,9.35,9.66,9.67,0.01,0.1034,1.9539,4025062,38412249.12,1994080000.0,1994080000.0
2019-04-25,'002213,ль ╤Ш ╪я,9.67,10.39,9.6,10.38,10.46,-0.79,-7.5526,3.314,6826901,68258173.43,1992020000.0,1992020000.0
2019-04-24,'002213,ль ╤Ш ╪я,10.46,10.48,10.11,10.28,10.19,0.27,2.6497,2.2176,4568167,47199593.84,2154760000.0,2154760000.0
2019-04-23,'002213,ль ╤Ш ╪я,10.19,10.7,10.19,10.7,10.62,-0.43,-4.049,2.5548,5262903,54953235.3,2099140000.0,2099140000.0
2019-04-22,'002213,ль ╤Ш ╪я,10.62,10.92,10.54,10.85,10.72,-0.1,-0.9328,2.9767,6132102,65543436.28,2187720000.0,2187720000.0
2019-04-19,'002213,ль ╤Ш ╪я,10.72,10.94,10.52,10.88,10.88,-0.16,-1.4706,3.337,6874303,73259023.83,2208320000.0,2208320000.0
2019-04-18,'002213,ль ╤Ш ╪я,10.88,11.18,10.8,11.08,11.28,-0.4,-3.5461,4.6975,9676803,105932378.56,2241280000.0,2241280000.0
2019-04-17,'002213,ль ╤Ш ╪я,11.28,11.28,10.78,10.82,10.84,0.44,4.059,7.1683,14766609,163636624.89,2323680000.0,2323680000.0
2019-04-16,'002213,ль ╤Ш ╪я,10.84,10.86,10.5,10.76,10.78,0.06,0.5566,4.0668,8377702,89544469.22,2233040000.0,2233040000.0
2019-04-15,'002213,ль ╤Ш ╪я,10.78,10.96,10.53,10.6,10.49,0.29,2.7645,4.3467,8954207,96190343.86,2220680000.0,2220680000.0
2019-04-12,'002213,ль ╤Ш ╪я,10.49,10.68,10.35,10.5,10.56,-0.07,-0.6629,3.031,6243902,65490218.9,2160940000.0,2160940000.0
2019-04-11,'002213,ль ╤Ш ╪я,10.56,11.23,10.55,10.67,10.66,-0.1,-0.9381,4.8005,9889049,106981129.19,2175360000.0,2175360000.0
2019-04-10,'002213,ль ╤Ш ╪я,10.66,10.98,10.53,10.75,10.93,-0.27,-2.4703,4.7337,9751446,104788061.61,2195960000.0,2195960000.0
